,Unnamed: 0,ID,Nom/Description,Type,ville,localisation,latitude,longitude,capacité,lits,chambres,sale de bain
198,198,3191423,115m² apartment with panoramic view,entire_home,Paris,Gare du Nord - Gare de I'Est,48.876918260500005,2.3520500348,6,3,3,2.5
199,199,3149368,G04531 Impressive 3 bedrooms apart,entire_home,Paris,Saint-Paul - Ile Saint-Louis,48.85395581270001,2.3597664438,6,4,3,2.0
200,200,3178766,Petit Studio au coeur de Paris,entire_home,Paris,Montparnasse,48.8469307672,2.3201715974,1,1,0,1.0
201,201,3202336,Charmant deux pièces Paris Bastille,entire_home,Paris,Bastille,48.857342438500005,2.3802555839,4,2,2,1.0
202,202,3254663,Near Champs Élysées,entire_home,Neuilly-sur-Seine,16e arrondissement,48.8804870747,2.2765609737,4,2,2,1.0
203,203,3288701,Family apartment heart of paris,entire_home,Paris,Gare du Nord - Gare de I'Est,48.8730094171,2.3538321512000002,6,6,3,2.0
204,204,3322709,Nice Parisian Appart 11eme/1130.2ft,entire_home,Paris,Bastille,48.8539818551,2.3756251157,4,2,2,1.0
205,205,3352907,Canal St Martin RépubliqueApparteme,entire_home,Paris,République,48.8698605104,2.3661465349,3,2,2,1.0
206,206,3356459,"Appartement avec Terrasse, Marais",entire_home,Paris,Le Marais,48.862789035,2.3603318703,4,3,2,1.0
207,207,3388237,BEL APPARTEMENT PARIS CENTRE 3ème,entire_home,Paris,Le Marais,48.86239826439999,2.3551392668,5,3,1,1.0
208,208,3430844,Grand Villa Bastille,entire_home,Paris,Bastille,48.8488583584,2.3682490164,12,10,6,5.0
209,209,3452604,"magic view , studio design Safety area  Gardian 24",entire_home,Paris,Commerce - Dupleix,48.8523593879,2.2863300896000003,2,1,0,1.0
210,210,3470032,65m² de calme dans le Paris animé,entire_home,Paris,Bastille,48.8530414031,2.3814723281,7,3,2,1.0
211,211,3559352,Studio propre & cosy PARIS 11ème,entire_home,Paris,République,48.866792844799996,2.3745657534999998,1,1,0,1.0
212,212,3562428,Paris centre République show room,private_room,Paris,3e arrondissement,48.86465104729999,2.363824725,1,1,0,0.0
213,213,3573467,Apartment near Tour Eiffel,entire_home,Paris,,48.8479735764,2.2936945946000002,5,5,3,1.0
214,214,3698347,Lafayette Haussmann Central Paris,entire_home,Paris,Opéra - Grands Boulevards,48.8719966838,2.3404884574,4,1,1,1.0
215,215,3728394,Studio Centre de Paris,entire_home,Paris,Gare du Nord - Gare de I'Est,48.875124146400005,2.345928206,2,1,0,1.0
216,216,3729388,Appartement 180 m2 dans le 8ème avec grand balcon,entire_home,Paris,Monceau,48.881065544799995,2.3143569519,6,4,4,3.0
217,217,3736614,[110m2] City View Apartment,entire_home,Paris,Tour Eiffel - Champ de Mars,48.85717062729999,2.2939458009,6,4,3,2.0
218,218,3995543,Lovely top floor flat near Montmartre Opera,entire_home,Paris,Pigalle - Saint-Georges,48.8807695384,2.3321075196,6,3,2,1.0
219,219,4004660,Studio Charme Coeur Sopi Paris,entire_home,Paris,Pigalle - Saint-Georges,48.880917,2.3371869999999997,2,1,1,1.0
220,220,4062828,2 PIECES AU PIED DES INVALIDES,entire_home,Paris,Tour Eiffel - Champ de Mars,48.858559,2.309266,3,1,1,1.0
221,221,4065107,St. Germain luxury 2 bed 2 bath,entire_home,Paris,,48.849139970500005,2.3398633454,4,2,2,2.0
222,222,4103192,StudioLéo au coeur de Paris,entire_home,Paris,Châtelet - Les Halles - Beaubourg,48.8670883663,2.3460268403,2,1,0,1.0
223,223,4148138,Charmant 2 pièces au coeur du 11e,entire_home,Paris,,48.8640584291,2.3740673825,2,1,1,1.0
224,224,4178899,Appartement d'artistes - Marais,entire_home,Paris,République,48.8652258725,2.3652884982,4,4,2,1.0
225,225,4189232,Studio en plein coeur de Paris!,entire_home,Paris,Invalides - Ecole Militaire,48.8553826071,2.3236027719,2,1,1,1.0
226,226,4276215,Très beau studio vue degagée,entire_home,Paris,Père Lachaise - Ménilmontant,48.865753785699994,2.4005288759,2,1,0,1.0
227,227,4308679,2 PIECES 40 M2 CHAMPS DE MARS TOUR EIFFEL,entire_home,Paris,Tour Eiffel - Champ de Mars,48.853222287799994,2.2959085303999998,4,1,1,1.0
228,228,4357799,"Coeur de Paris, Louvre, Beaubourg",entire_home,Paris,Châtelet - Les Halles - Beaubourg,48.8618421013,2.3450134851,4,2,1,1.0
229,229,4369546,4 pièces familial lumineux & design,entire_home,Paris,Gare du Nord - Gare de I'Est,48.8763835242,2.3483020418000002,6,3,3,1.0
230,230,4406315,Appartement haussmannien Bastille,entire_home,Paris,Bastille,48.849301670900005,2.3755962033,4,3,2,1.0
231,231,4421071,SUPERB 1BR IN ST GERMAIN - MABILLON - 60,entire_home,Paris,Saint Germain des Prés - Odéon,48.8510502381,2.3358951395,4,2,1,1.5
232,232,4422043,New Studio Opéra Madeleine Paris,entire_home,Paris,Opéra - Grands Boulevards,48.8731714916,2.3281543724000002,2,1,1,1.0
233,233,4432916,studio péniche  face tour eiffel,entire_home,Paris,Tour Eiffel - Champ de Mars,48.857925225200006,2.2886835559,2,1,0,1.0
234,234,4470737,Studio cœur Paris-Halles face CNAM,entire_home,Paris,Châtelet - Les Halles - Beaubourg,48.8652933836,2.353420109,2,2,1,1.0
235,235,4472429,CITY STUDIO Paris 4- LE MARAIS,entire_home,Paris,Notre Dame - Ile de La Cité,48.8568157374,2.3526619058000002,2,1,1,1.0
236,236,4543265,CHARMING PARIS 6° ST GERMAIN PRÈS RUE DE VERNEUIL,entire_home,Paris,,48.85743,2.331321,2,2,0,1.0
237,237,4669004,Charming Studio Center of Paris 02,entire_home,Paris,Châtelet - Les Halles - Beaubourg,48.864122029700006,2.3488278363,2,1,0,1.0
238,238,4716092,Very Central in Le Marais,entire_home,Paris,Le Marais,48.8645657387,2.3588914183000003,10,5,3,2.0
239,239,4723054,Charmant 2 pièces calme et lumineux,entire_home,Paris,Buttes-Chaumont - Belleville,48.881983559,2.3744275672,4,2,1,1.0
240,240,4735236,Loft - 137m2 - Paris 11ème,entire_home,Paris,République,48.8698929376,2.3780644045,6,2,2,2.0
241,241,4766765,CHEMIN VERT 4,entire_home,Paris,Bastille,48.8582088234,2.3770097019,12,9,4,2.0
242,242,4770900,R) /Triumph Arc/OECD/Porte Maillot,entire_home,Paris,Ternes,48.882076,2.288313,6,1,1,1.0
243,243,4798006,"Vue Panoramique Paris, Tour Eiffel",entire_home,Paris,Commerce - Dupleix,48.8478928233,2.2850904275999997,4,2,2,2.0
244,244,4882717,STUDIO 4 GARE DE NORD & MONTMATRE !,entire_home,Paris,Gare du Nord - Gare de I'Est,48.8778162842,2.3531864115,2,1,0,1.0
245,245,4983973,Studio 4 personnes avec vue sur jardin & parking !,entire_home,Paris,Buttes-Chaumont - Belleville,48.873375733,2.3996531792,4,2,0,1.0
246,246,5010129,Nid commode dans Paris romantique,entire_home,Paris,,48.8825877684,2.34108187,2,1,1,1.0
247,247,5108396,Spacieux Apt près Canal St. Martin,entire_home,Paris,République,48.8706617363,2.3602924169999997,4,2,2,2.0
248,248,5234917,Relaxing nest & vibrant area!,entire_home,Paris,Gare du Nord - Gare de I'Est,48.882406609300006,2.3491515188,2,1,1,1.0
249,249,5238522,"Nid ""cosy"" sous les toits de Paris / Montorgueil",entire_home,Paris,2e arrondissement,48.8676890378,2.3512805425,4,1,1,1.0
250,250,5282786,ODEON AVEC VUE SUR LA TOUR EIFFEL,entire_home,Paris,Saint Germain des Prés - Odéon,48.851723,2.34124,6,4,3,1.0
251,251,5452049,SUPERBE ET GRAND 2P ST-GERMAIN-DES-PRES,entire_home,Paris,Saint Germain des Prés - Odéon,48.8524325452,2.3413483343,2,1,1,1.0
252,252,5467108,Your Parisian Home 1 Bedroom - Sleeps 5 With A/C!,entire_home,Paris,Tour Eiffel - Champ de Mars,48.85375965,2.2997003702,5,2,1,1.0
253,253,5497931,Residence Champs Elysée 2,entire_home,Paris,Champs-Elysées,48.8708524372,2.2934182348,6,4,2,2.0
254,254,5541201,Tour Eiffel. 60m2 avec une vue imprenable,entire_home,Paris,,48.8582393258,2.2855819519,2,1,1,1.0
255,255,5583693,"Studio 1-4 personnes, cœur de Paris",entire_home,Paris,2e arrondissement,48.8684213721,2.3519830782,4,2,0,1.0
256,256,5705203,A cosy and private bedroom,private_room,Paris,Père Lachaise - Ménilmontant,48.8674995855,2.3998997727,2,1,1,1.0
257,257,5711804,2 BR in old Paris,entire_home,Paris,Opéra - Grands Boulevards,48.872304560500005,2.3521983382,5,2,2,1.0
258,258,5741322,Appartement Bastille Marais,entire_home,Paris,Bastille,48.8558194322,2.3705091901,4,2,2,1.0
259,259,5857485,Trendy Marais with terrace,entire_home,Paris,République,48.8681686747,2.3692777553,6,4,3,3.5
260,260,5985960,18th century luxury in the trendy Haut Marais,entire_home,Paris,3e arrondissement,48.8634599764,2.3644917604,4,3,2,1.5
261,261,5998911,"Chic, calme & volupté près du Bon Marché",entire_home,Paris,Saint Germain des Prés - Odéon,48.847321014399995,2.3243446029,6,5,3,1.5
262,262,6010678,Vue sur toits - St Germain des Près,entire_home,Paris,Saint Germain des Prés - Odéon,48.85242769640001,2.3393349812,4,1,1,1.0
263,263,6069917,Grand logement lumineux avec balcon fleuri,entire_home,Paris,Père Lachaise - Ménilmontant,48.8600389045,2.3998607511000003,2,1,1,1.0
264,264,6097562,Superbe 3 pièces - Arc Triomphe (2),entire_home,Paris,Champs-Elysées,48.8747481303,2.2948127202,6,3,2,1.5
265,265,6150694,Charming Parisian Flat Montmartre,entire_home,Paris,Pigalle - Saint-Georges,48.8817817382,2.3452911443,4,2,1,1.0
266,266,6210284,LE MARAIS BEAUTIFUL PLACE TO STAY,entire_home,Paris,Le Marais,48.858606924300005,2.3649418993999998,2,1,0,1.0
267,267,6238043,Idéal pour visiter Paris -5 pers,entire_home,Paris,Bastille,48.854160620600005,2.3700899522,5,3,1,1.0
268,268,6278981,Paris 8/Department stores/180 sqm2 /5 bedrooms,entire_home,Paris,Saint-Lazare,48.8785431061,2.3259716041,9,5,5,3.0
269,269,6292406,luxe apart trocadero/champs elysées,entire_home,Paris,Champs-Elysées,48.8708697351,2.2932468376,5,6,1,1.0
270,270,6332449,Studio dans un ancien atelier de costumes à SoPi,entire_home,Paris,Opéra - Grands Boulevards,48.872093,2.342469,2,1,0,1.0
271,271,6351188,Family apt in center Marais Quin,entire_home,Paris,Châtelet - Les Halles - Beaubourg,48.8636767817,2.3513586911,5,5,3,2.0
272,272,6456386,Chambre Paris Centre - République,private_room,Paris,République,48.870780974,2.3685691836,2,1,1,1.0
273,273,6472251,"Pauline, 1Ch/1Sdb, 3 personnes",entire_home,Paris,4e arrondissement,48.854682314399994,2.3681891308000003,3,1,1,1.0
274,274,6495864,ID 24 Marais 1 bedroom 4 pax,entire_home,Paris,Le Marais,48.856926414600004,2.3602123221,4,1,1,1.0
275,275,6519685,Galerie Lafayette romantic flat,entire_home,Paris,Pigalle - Saint-Georges,48.8762049324,2.3398978268,3,2,1,1.0
276,276,6521400,Grand Rex Lovely Flat,private_room,Paris,2e arrondissement,48.868657954300005,2.3527977597,3,2,0,1.0
277,277,6533946,Grand duplex 65m2 pour 4,entire_home,Paris,République,48.8678075009,2.3725382699,4,2,2,1.0
278,278,6541176,Elegant appartment view on Eiffel Tower,entire_home,Paris,Tour Eiffel - Champ de Mars,48.8563277791,2.2947277765000003,4,1,1,1.0
279,279,6622554,"130m² Hausman flat, 5mn eiffe tower",entire_home,Paris,Invalides - Ecole Militaire,48.846295408500005,2.3110411772,6,3,3,2.5
280,280,6642130,Studio proche Bastille/Gare de Lyon,entire_home,Paris,Bastille,48.8518412395,2.3806326817,2,1,0,1.0
281,281,6666647,Great view 75sqm  2bdr Eiffel Tower,entire_home,Paris,Tour Eiffel - Champ de Mars,48.8508996456,2.2963889168000002,5,4,2,1.0
282,282,6667589,Appartement comme une maison,entire_home,Paris,,48.8667745732,2.3725701215,6,4,4,1.0
283,283,6739175,TWO BDR LOFT  IN THE MARAIS,entire_home,Paris,Le Marais,48.8609107197,2.3657925238,4,3,2,2.0
284,284,6803808,Bienvenue Welcome ようこそ,entire_home,Paris,,48.8742013969,2.3592648202,2,1,0,1.0
285,285,6817168,Studio 17m2 métro alexandre DUMAS,entire_home,Paris,Nation,48.8560482224,2.3976096276,2,1,0,1.0
286,286,6827808,Appartement grand et lumineux à Montmartre,entire_home,Paris,Montmartre,48.882272405100004,2.3418202685,7,4,3,1.0
287,287,6839715,Au pied de la Tour Eiffel...The Bedroom !,private_room,Paris,Tour Eiffel - Champ de Mars,48.8553745128,2.2934277515,2,1,1,1.0
288,288,6874412,Appartement lumineux Champs Elysées,entire_home,Paris,Champs-Elysées,48.8724629159,2.30189024,4,2,1,1.0
289,289,6929719,Amazing studio in Saint Germain,entire_home,Paris,Saint Germain des Prés - Odéon,48.8527784713,2.3422251512,2,1,0,1.0
290,290,6978963,Studette indépendante Charles de Gaulle Etoile,private_room,Paris,Monceau,48.879801317600005,2.3080697556,1,1,1,1.0
291,291,7039564,Magnifique 3 pieces Boetie,entire_home,Paris,Saint-Lazare,48.8730401958,2.3175337573,6,3,2,1.0
292,292,7208784,Chambre Paris Gare du Nord,private_room,Paris,,48.8823483845,2.3600224466,1,1,1,1.0
293,293,7187730,Appartement cosy avec jardinet près Tour Eiffel,entire_home,Paris,Tour Eiffel - Champ de Mars,48.8514521609,2.2964958816,2,1,1,1.0
294,294,7313826,Beautiful studio in CENTER,entire_home,Paris,Châtelet - Les Halles - Beaubourg,48.860247334300006,2.3442905287,2,1,0,1.0
295,295,7341208,Appartement franco-japonais à Paris,entire_home,Paris,10e arrondissement,48.8752553645,2.3725386004,3,2,1,1.0
296,296,7354358,Loft - 285m2 - Art / Design,entire_home,Paris,Gare du Nord - Gare de I'Est,48.874821017600006,2.3538013096,5,2,2,2.0
297,297,7424001,Privet room in paris,private_room,Paris,Saint Germain des Prés - Odéon,48.8579834795,2.3327048281000002,2,1,1,1.0
298,298,7432368,*AMAZING 1000sqf NEAR EIFFEL TOWER*,entire_home,Paris,Commerce - Dupleix,48.845768438,2.2953649713,6,3,2,2.0
299,299,7489835,Lovely & panoramic flat - Invalides,entire_home,Paris,Invalides - Ecole Militaire,48.8606948271,2.3157628764,3,2,1,1.5
300,300,7571648,St Germain Cosy Suite,entire_home,Paris,Saint Germain des Prés - Odéon,48.849125,2.328996,4,2,1,1.0
301,301,7742395,House on 11th district Voltaire,entire_home,Paris,Bastille,48.8564841775,2.3820075844999997,4,2,2,2.0
302,302,7785405,Charming apartment in Paris,entire_home,Paris,Saint Germain des Prés - Odéon,48.852047569300005,2.3320750516,4,2,2,2.0
303,303,7877690,Appartement spacieux Paris Nation,entire_home,Paris,Nation,48.8554204171,2.3966382546,5,3,2,1.0
304,304,7892333,Appartement sous les toits,entire_home,Paris,Opéra - Grands Boulevards,48.872922860699994,2.3441175430000003,3,2,0,1.0
305,305,7935169,Vue imprenable sur Paris dans le Marais!,entire_home,Paris,Le Marais,48.859297542200004,2.3543503437999997,6,4,2,1.0
306,306,7976700,"Calm, Sunny 1 bedroom city center",entire_home,Paris,,48.865750050100004,2.3483716887,2,1,1,1.0
307,307,8056810,Beautiful Appartement Center Paris,entire_home,Paris,2e arrondissement,48.86750323850001,2.3531631047999997,3,1,1,1.0
308,308,8101025,Marais/Place des Vosges,entire_home,Paris,Le Marais,48.8569097209,2.3649127849,4,2,1,1.5
309,309,8243908,studio à partager (Champs Elysées),shared_room,Paris,Champs-Elysées,48.877412339399996,2.293671502,1,1,1,1.0
310,310,8266475,"Chambre calme, SDB et WC  séparés",private_room,Paris,Gare de Lyon,48.8455620625,2.3853377811,3,2,1,1.0
311,311,8278130,Near Marais - 2 bedrooms - 88 sqm,entire_home,Paris,11e arrondissement,48.8627104232,2.3777460549000002,4,2,2,1.0
312,312,8448023,Appartement CHAMPS ELYSEE 5 pers.,entire_home,Paris,Champs-Elysées,48.87051413,2.2903386336000002,5,3,1,2.0
313,313,8480521,"Studio, canal St-Martin, Paris",entire_home,Paris,République,48.870841462399994,2.3632956283,2,1,1,1.0
314,314,8525469,"MARAIS Luxury 3 Bed , 2 bath Huge Garden View!",entire_home,Paris,Le Marais,48.8589107055,2.3584315743,8,3,3,2.5
315,315,8639623,Mon loft au coeur de Paris,entire_home,Paris,Louvre - Tuileries,48.863264028100005,2.3341048421,5,3,2,1.5
316,316,8647159,belle maison de ville 85m2 Bastille,entire_home,Paris,Bastille,48.8553583909,2.3745628964,6,4,2,1.0
317,317,8711738,Grand loft à République,entire_home,Paris,République,48.867026482700005,2.3722859222999997,6,3,3,1.0
318,318,8734243,Verdi - Central family abode,entire_home,Paris,Bastille,48.84769113,2.3751903616,4,3,2,1.5
319,319,8974367,Superbe 3 pièces/ Paris 11 /Adapté aux familles,entire_home,Paris,République,48.870080261800005,2.3731754562000003,6,3,2,1.0
320,320,8981026,Louvre Opera Classic,entire_home,Paris,2e arrondissement,48.86993,2.341072,4,2,1,1.0
321,321,9072020,Vue sur Tour Eiffel Sacré-coeur #1,entire_home,Paris,République,48.8653339022,2.3719359406000002,1,1,0,1.0
322,322,9083149,Cinema Theme Modern 3BR *Saint-Germain *7 Guests,entire_home,Paris,Saint Germain des Prés - Odéon,48.85199531,2.3383005415,7,3,3,1.0
323,323,9131204,5*Eiffel Tower Penthouse w Terrace,entire_home,Paris,Passy,48.8517150904,2.2788515687,4,2,2,2.5
324,324,9144409,Charmant studio au coeur de Paris,entire_home,Paris,Saint Germain des Prés - Odéon,48.8505441658,2.3308590922,2,1,0,1.0
325,325,9200401,Bright & Cosy room Bastille area,private_room,Paris,Bastille,48.855743439399994,2.3752856598,2,1,1,1.0
326,326,9228374,Chambre16,private_room,Paris,Passy,48.8614375133,2.277083644,1,1,1,0.5
327,327,9238481,ELYSEE LOFT,entire_home,Paris,Champs-Elysées,48.8705649993,2.305469869,4,2,1,1.0
328,328,9367678,"Big house with garden, very central",entire_home,Paris,Saint-Lazare,48.8810206716,2.319642644,13,8,6,2.0
329,329,9934524,2 bedroom /copernic2,entire_home,Paris,Passy,48.8694270603,2.2860195228999998,6,3,2,1.0
330,330,9500785,"Show Room, 2Ch/2Sdb, 6 personnes",entire_home,Paris,Le Marais,48.8592989468,2.3540981339,6,3,2,2.0
331,331,9558677,a DIAMOND Saint Germain des Prés,entire_home,Paris,Saint Germain des Prés - Odéon,48.855140256999995,2.3372082157,2,1,1,1.5
332,332,9605195,Au cœur de paris,entire_home,Paris,République,48.868570831199996,2.367115701,4,2,1,1.0
333,333,9645696,"Face à l'Art, 2Ch/2Sdb, 6 personnes",entire_home,Paris,Le Marais,48.860464184399994,2.3558357706999997,6,3,2,2.0
334,334,9675109,"Clair de Lune, 2Ch/1Sdb, 6 pers.",entire_home,Paris,Le Marais,48.8585799751,2.3589163553,6,3,2,1.5
335,335,9723864,Cozy Studio near Champs Elysées - central location,entire_home,Paris,Champs-Elysées,48.8713072049,2.3112962659000003,2,1,0,1.0
336,336,9933650,Le Marais - Centre Georges Pompidou,entire_home,Paris,Le Marais,48.8631968005,2.3549482666,3,2,1,1.0
337,337,9867585,Chic Parisian Saint Germain 85 Sq.,entire_home,Paris,Saint Germain des Prés - Odéon,48.8519761308,2.3403019048,2,1,1,1.5
338,338,9879160,Très bel appart lumineux familial 2 ch 100m2,entire_home,Paris,11e arrondissement,48.8648878884,2.3792431904,3,2,2,1.0
339,339,9936603,NEW ! 55 m2  BRIGHT & CONFORT  LONG TERM RENT ALSO,entire_home,Paris,2e arrondissement,48.8682618897,2.3532400344,2,1,1,1.0
340,340,10010861,2 chambres près du Louvre,entire_home,Paris,Châtelet - Les Halles - Beaubourg,48.863490999999996,2.342114,4,4,2,1.0
341,341,10110180,"Nectar, 3Ch/3Sdb, 7 personnes",entire_home,Paris,3e arrondissement,48.8643304425,2.3625042889,7,4,3,3.0
342,342,10160529,"Studio Rénové 25m2 , cours privée",entire_home,Paris,11e arrondissement,48.8506160354,2.3880906725999997,2,1,0,1.5
343,343,10201441,Comfortable Studio at Montorgueuil,entire_home,Paris,2e arrondissement,48.8682548617,2.3484010362,2,2,0,1.0
344,344,10099626,Chambre,private_room,Paris,Pigalle - Saint-Georges,48.8785674935,2.3391629315,1,1,1,1.0
345,345,10246204,Marais Delight,entire_home,Paris,3e arrondissement,48.8669336436,2.3581754405,2,1,1,1.0
346,346,10348364,CENTER OF PARIS - Marais 3BD- 7 persons,entire_home,Paris,Saint-Paul - Ile Saint-Louis,48.852400222200004,2.3633345419,7,6,3,2.0
347,347,10514296,"New loft canal St Martin Paris, 6p",entire_home,Paris,,48.8778747487,2.3639817808,6,3,0,1.0
348,348,10401897,STUDIO CENTRAL partagé,shared_room,Paris,,48.857772098299996,2.3680943016,1,3,1,1.0
349,349,10402505,Beautiful studio Paris 16th Victor Hugo,entire_home,Paris,Passy,48.8701510799,2.2807129258,2,1,0,1.0
350,350,10475056,Chambre double appartement familial,private_room,Paris,Gare du Nord - Gare de I'Est,48.8733698041,2.3556511635,2,1,1,1.0
351,351,10508140,"Ile Saint-Louis, Notre-Dame view",entire_home,Paris,Saint-Paul - Ile Saint-Louis,48.852150645,2.3541002094,2,1,1,1.0
352,352,10744247,(six bed room )I,shared_room,Paris,2e arrondissement,48.8686726934,2.3520751285,6,6,1,2.0
353,353,10700852,[150m2]Mega Condominium EiffelTower,entire_home,Paris,Tour Eiffel - Champ de Mars,48.8582217267,2.2972929818,9,6,4,3.5
354,354,10762837,Brand new flat 10 min walk to Opera,entire_home,Paris,Saint-Lazare,48.878411157399995,2.3280332571,2,1,2,1.0
355,355,20686647,Beautiful apartment in the heart of Paris,entire_home,Paris,Saint-Lazare,48.880773678100006,2.3232589896999998,3,3,1,1.0
356,356,10795313,Charm on the roofs of Paris!,entire_home,Paris,Saint Germain des Prés - Odéon,48.8531092034,2.3433228855,4,3,1,1.5
357,357,10798782,Cosy flat in Le Marais - 63m2,entire_home,Paris,Le Marais,48.85548969479999,2.360411507,3,1,1,1.0
358,358,10833783,Charmant 2 pièces Paris Centre,entire_home,Paris,Châtelet - Les Halles - Beaubourg,48.864815165,2.3433311318,3,1,1,1.0
359,359,10884388,Duplex 160m2 next to Champs Elysées,entire_home,Paris,Passy,48.8709724455,2.2874012286000003,7,4,3,2.0
360,360,10916393,PARIS CENTER LOFT/PRIVATE BATHROOM/WC,private_room,Paris,Le Marais,48.8632140537,2.3568461672,2,1,1,1.0
361,361,10948582,Duplex de caractère - Calme & lumineux,entire_home,Paris,Le Marais,48.862974172600005,2.3603322879,5,3,2,1.0
362,362,11084923,"Opéra, Luxury  2 bedrooms, balcony",entire_home,Paris,2e arrondissement,48.869825401199996,2.3362755308,6,3,2,1.0
363,363,11405806,Being a real parisian,entire_home,Paris,11e arrondissement,48.855961021300004,2.3844903091,4,2,1,1.0
364,364,11474242,Room in renovated apartment,private_room,Paris,Père Lachaise - Ménilmontant,48.858143120200005,2.4004675606,2,1,1,1.0
365,365,11568981,Luxury apartment I - Marais AREA,entire_home,Paris,,48.858187550100006,2.3530646056999998,6,3,2,2.0
366,366,11726520,Luxurious Marais-Flat Picassomuseum,entire_home,Paris,Le Marais,48.860242507399995,2.3622018356,4,2,1,2.0
367,367,11731576,ARC DE TRIOMPHE,entire_home,Paris,Ternes,48.8791795573,2.2961530818,4,2,1,1.0
368,368,11768716,Beautiful room in Aligre / Bastille,private_room,Paris,,48.8487428571,2.3765654522,1,1,1,1.0
369,369,11769445,Amazing flat in the heart of Paris,entire_home,Paris,Châtelet - Les Halles - Beaubourg,48.86762145310001,2.3456244995,2,1,1,1.0
370,370,11957644,2-Rooms Flat 35m2 Paris 11th,entire_home,Paris,République,48.8658974413,2.3720025729,4,2,1,1.0
371,371,11960966,Last floor build. Marriott Champs-Elysées- Berri.,entire_home,Paris,Champs-Elysées,48.8737795533,2.3041922836,6,3,3,3.5
372,372,11984821,Huge 140 m2  3Br center of Paris,entire_home,Paris,2e arrondissement,48.8689573657,2.352632034,8,3,3,2.0
373,373,12002855,Dans véritable appartement Parisien trés lumineux,private_room,Paris,République,48.8645943384,2.3687913556,2,1,1,1.0
374,374,12118573,Flaner rue de la Paix,entire_home,Paris,2e arrondissement,48.869416550699995,2.332218577,7,5,3,1.0
375,375,12171893,Studio avec terrasse South Colonel Fabien (Soco),entire_home,Paris,10e arrondissement,48.873079844799996,2.3694985700999998,2,1,0,1.0
376,376,12214909,★Appartement charmant - Notre-Dame,entire_home,Paris,Notre Dame - Ile de La Cité,48.8524899152,2.3497105672,3,2,1,1.0
377,377,12219331,Appartement de 42 m2 tout équipé,entire_home,Paris,Commerce - Dupleix,48.8474512971,2.2906960691,4,1,1,1.0
378,378,12241478,Center of Paris (11th),entire_home,Paris,République,48.8666200301,2.3745948394,2,1,0,1.0
379,379,12392510,Les Plumes Hôtel**** Heart of Paris,private_room,Paris,Pigalle - Saint-Georges,48.875973624,2.3434887961,2,1,1,1.0
380,380,12396126,Studio lumineux dans quartier calme,entire_home,Paris,Tour Eiffel - Champ de Mars,48.852004685699995,2.3047140038,1,1,0,1.0
381,381,12398064,Beau 2 pces proche Gambetta - Parking incl.,entire_home,Paris,Père Lachaise - Ménilmontant,48.8645405287,2.397706849,4,2,1,1.0
382,382,12477131,23 - Luxury Parisian Flat Montorgueil,entire_home,Paris,2e arrondissement,48.8680279072,2.3518274837,10,6,3,1.5
383,383,12485995,"Studio en plein ciel, tout neuf.",entire_home,Paris,,48.8720937111,2.4000068259000003,2,1,1,1.0
384,384,12575676,Charmant 2 pièces à Ménilmontant,entire_home,Paris,Père Lachaise - Ménilmontant,48.8677065922,2.3916352937,2,1,1,1.0
385,385,12530928,Tour Eiffel Appartement 3 pièces,entire_home,Paris,Tour Eiffel - Champ de Mars,48.8579117122,2.2873467371,6,4,2,1.0
386,386,12541479,Exclusive High Standing at Louvre,entire_home,Paris,Palais Royal,48.864472755,2.3418140278,6,3,2,2.0
387,387,12550943,Studette cour silencieuse plantée,private_room,Paris,République,48.861815093699995,2.3723829268000003,2,2,1,1.0
388,388,12578697,MAISON FAMILIALE EN DUPLEX - OPERA,entire_home,Paris,2e arrondissement,48.8696590753,2.3374990492,4,3,2,1.0
389,389,12580849,Duplex Atypique avec vue sur jardin,entire_home,Paris,Père Lachaise - Ménilmontant,48.859541646400004,2.4012476519,2,1,1,1.0
390,390,21960586,E4GD Pink Fashion,entire_home,Paris,Le Marais,48.86388,2.3567270000000002,2,1,1,1.0
391,391,12642998,Chambre adorable au coeur de Paris,private_room,Paris,Châtelet - Les Halles - Beaubourg,48.861804589799995,2.3487252561000003,2,1,1,1.0
392,392,12651904,"Apt 3p, vue panoramique sur Paris, Buttes-Chaumont",entire_home,Paris,Buttes-Chaumont - Belleville,48.8752890362,2.3780280054,6,3,2,1.0
393,393,12666306,ID 293 - Louvre Palais Royale,entire_home,Paris,Châtelet - Les Halles - Beaubourg,48.8607521456,2.3432445301,4,2,1,1.0
394,394,12725313,ID 288 + ID 289 Châtelet les Halles,entire_home,Paris,Châtelet - Les Halles - Beaubourg,48.862523223100006,2.3478906427,7,4,2,2.0
395,395,12727412,Sweet studio in Montorgueil,entire_home,Paris,2e arrondissement,48.8690947425,2.3530517062,2,1,1,1.0
396,396,12741025,Marais Archives Nationales,entire_home,Paris,Le Marais,48.860859000000005,2.356637,2,1,0,1.0
397,397,12779552,Cozy Studio Belleville,entire_home,Paris,Buttes-Chaumont - Belleville,48.875950656099995,2.4041807257,1,1,0,1.0
398,398,12788813,"Bright cosy flat,amazing view, NEW!",entire_home,Paris,,48.8729705537,2.3379445798,2,1,1,1.0
399,399,12793662,Lovely calm flat in central Paris,entire_home,Paris,Gare du Nord - Gare de I'Est,48.8779595615,2.3575616815,4,2,1,1.0
